,client_id,account_id,A,B,C,D,disp_id,card_id,LEASING,household_order,insurance_order,loan_order,household_trans,insurance_trans,interest credited_trans,loan payment_trans,old age pension_trans,payment for statement_trans,sanctions_trans,birth_year,birth_month,birth_day,gender,district_id,region
1058,1113,153137,6,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,8,20,M,11,central Bohemia
1059,1114,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,6,18,M,59,south Moravia
1060,1115,157302,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,8,24,F,36,north Bohemia
1061,1116,113092,2,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,4,19,F,69,north Moravia
1062,1117,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,11,1,F,20,south Bohemia
1063,1118,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,11,3,M,20,south Bohemia
1064,1119,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1,5,F,54,south Moravia
1065,1120,99663,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,10,21,F,41,north Bohemia
1066,1121,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,3,2,M,59,south Moravia
1067,1122,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921,2,18,M,20,south Bohemia
1068,1123,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922,8,26,F,20,south Bohemia
1069,1124,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,4,12,M,21,south Bohemia
1070,1125,153969,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934,3,30,F,9,central Bohemia
1071,1126,153969,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,10,23,M,9,central Bohemia
1072,1127,145390,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,11,12,M,23,west Bohemia
1073,1128,118815,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,7,16,M,7,central Bohemia
1074,1129,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931,9,24,M,43,east Bohemia
1075,1130,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,11,26,F,70,north Moravia
1076,1131,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,10,28,F,55,south Moravia
1077,1132,146314,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,3,21,M,55,south Moravia
1078,1133,95076,2,0,5,0,41921,6882,0.0,0.0,0.0,37.0,41976056.0,0.0,738157.3999999997,5434486.0,25629900.0,406622.6000000001,0.0,1958,9,15,F,37,north Bohemia
1079,1134,95076,2,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,10,1,M,37,north Bohemia
1080,1135,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,7,21,M,8,central Bohemia
1081,1136,153969,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,9,18,F,9,central Bohemia
1082,1137,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,3,5,F,1,Prague
1083,1138,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,9,30,F,70,north Moravia
1084,1139,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,9,22,M,70,north Moravia
1085,1140,120901,1,0,2,0,52440,8602,0.0,46.0,0.0,0.0,11987830.0,0.0,468296.0999999996,0.0,7392200.0,202931.2999999998,0.0,1946,2,24,M,18,south Bohemia
1086,1141,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,4,22,F,21,south Bohemia
1087,1142,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,11,19,F,59,south Moravia
1088,1143,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,5,15,M,59,south Moravia
1089,1145,80471,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,9,14,F,58,south Moravia
1090,1146,367342,4,2,15,3,146688,24064,0.0,128.0,0.0,0.0,144416000.0,903680.0,2444409.6,4313600.0,123251200.0,2074758.4000000046,0.0,1965,11,14,M,54,south Moravia
1091,1147,112913,1,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,5,12,M,3,central Bohemia
1092,1148,99663,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,5,15,M,41,north Bohemia
1093,1149,117643,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,9,25,F,14,south Bohemia
1094,1150,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,6,24,F,74,north Moravia
1095,1151,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,3,6,M,59,south Moravia
1096,1152,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981,3,12,M,74,north Moravia
1097,1153,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,11,15,F,70,north Moravia
1098,1154,253552,3,1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,1,31,M,72,north Moravia
1099,1155,253552,3,1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922,7,10,F,72,north Moravia
1100,1156,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,11,11,F,1,Prague
1101,1157,148186,2,0,4,1,55536,9072,0.0,48.0,0.0,48.0,72388512.0,0.0,580900.7999999995,6503664.0,34089600.0,676512.0,0.0,1958,12,30,F,4,central Bohemia
1102,1158,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954,8,21,F,1,Prague
1103,1159,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,2,3,M,64,south Moravia
1104,1160,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938,7,28,F,64,south Moravia
1105,1161,118815,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,5,25,M,7,central Bohemia
1106,1162,102861,1,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,2,19,F,26,west Bohemia
1107,1163,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964,8,28,M,20,south Bohemia
1108,1164,137063,3,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,9,14,F,15,south Bohemia
1109,1165,137063,3,1,3,0,58250,9500,0.0,50.0,0.0,0.0,18231050.0,0.0,416979.9999999997,0.0,13068100.0,342372.5000000003,0.0,1942,10,2,F,15,south Bohemia
1110,1166,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,6,27,M,74,north Moravia
1111,1167,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954,3,17,F,74,north Moravia
1112,1168,158955,5,0,8,1,64240,10505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,5,31,M,19,south Bohemia
1113,1169,120901,1,0,2,0,53774,8832,0.0,46.0,0.0,0.0,11523920.0,0.0,269065.49999999994,0.0,10883600.0,111108.39999999989,0.0,1941,1,24,F,18,south Bohemia
1114,1170,115023,2,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,4,28,M,12,central Bohemia
1115,1171,142571,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,3,28,F,46,east Bohemia
1116,1172,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,6,13,F,54,south Moravia
1117,1173,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922,6,2,M,54,south Moravia
1118,1174,105218,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,3,13,F,29,west Bohemia
1119,1175,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,10,25,M,1,Prague
1120,1176,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,8,31,F,1,Prague
1121,1177,105293,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,6,21,F,77,north Moravia
1122,1178,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,10,4,F,1,Prague
1123,1179,1641922,34,3,43,4,653166,106922,0.0,554.0,0.0,0.0,160332032.0,5052480.0,7035550.699999933,8249060.0,232449536.0,22032053.700000226,0.0,1930,10,5,F,1,Prague
1124,1180,120659,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,10,6,M,21,south Bohemia
1125,1181,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,11,12,M,1,Prague
1126,1182,149716,4,0,3,0,62646,10282,0.0,53.0,0.0,0.0,43210317.0,0.0,627644.5499999995,0.0,32584400.0,1893053.9999999998,0.0,1946,10,16,F,66,south Moravia
1127,1183,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,11,29,M,54,south Moravia
1128,1186,124360,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947,8,5,F,2,central Bohemia
1129,1187,112960,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,9,6,F,32,north Bohemia
1130,1188,112960,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,9,19,M,32,north Bohemia
1131,1189,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,2,15,F,74,north Moravia
1132,1190,137063,3,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,4,12,F,15,south Bohemia
1133,1191,137063,3,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977,6,2,M,15,south Bohemia
1134,1192,127455,2,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,1,1,F,10,central Bohemia
1135,1193,158955,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926,1,29,M,19,south Bohemia
1136,1194,105104,1,0,3,0,50148,8190,0.0,42.0,0.0,0.0,29290380.0,0.0,443559.9000000003,0.0,22276800.0,908472.6000000016,0.0,1939,6,14,F,17,south Bohemia
1137,1195,110662,3,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,1,22,F,39,north Bohemia
1138,1196,95047,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,4,16,M,22,west Bohemia
1139,1197,112205,0,2,6,1,57456,9408,0.0,0.0,0.0,48.0,15438432.0,0.0,374287.2000000002,521942.3999999996,13664160.0,171815.99999999997,0.0,1966,10,2,F,6,central Bohemia
1140,1198,253552,3,1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,2,17,F,72,north Moravia
1141,1199,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,10,24,F,64,south Moravia
1142,1200,131562,1,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931,11,17,F,47,east Bohemia
1143,1201,367342,4,2,15,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,9,10,M,54,south Moravia
1144,1202,131562,1,0,9,0,63706,10441,0.0,53.0,0.0,0.0,64982081.0,0.0,626963.4999999999,1140560.0,44689600.0,1983956.9499999976,0.0,1980,10,11,F,47,east Bohemia
1145,1204,105293,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974,11,9,F,77,north Moravia
1146,1206,150355,2,0,7,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,6,21,M,50,east Bohemia
1147,1207,122705,2,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,9,17,F,28,west Bohemia
1148,1208,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,9,1,F,70,north Moravia
1149,1209,157302,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,4,9,F,36,north Bohemia
1150,1210,112205,0,2,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961,10,12,M,6,central Bohemia
1151,1211,1641922,34,3,43,4,670894,109692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,7,14,M,1,Prague
1152,1212,97037,3,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,9,19,F,13,central Bohemia
1153,1213,1641922,34,3,43,4,672002,110246,0.0,554.0,0.0,0.0,686082464.0,0.0,5772624.60000003,0.0,308910400.0,6230394.800000068,0.0,1966,4,28,M,1,Prague
1154,1214,136632,3,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940,11,15,M,61,south Moravia
1155,1215,122075,3,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,5,6,M,45,east Bohemia
1156,1216,93500,1,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,6,12,F,65,south Moravia
1157,1217,175467,1,0,7,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937,4,17,M,59,south Moravia
1158,1218,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,5,27,M,74,north Moravia
1159,1219,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,7,31,M,1,Prague
1160,1220,122353,2,0,4,0,53680,8800,0.0,44.0,0.0,0.0,46345508.0,1177000.0,918027.0000000001,1293600.0,37699200.0,5419748.399999996,0.0,1953,12,16,F,40,north Bohemia
1161,1221,117643,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973,5,18,F,14,south Bohemia
1162,1222,118815,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,11,30,F,7,central Bohemia
1163,1223,117643,1,0,6,1,50143,8241,0.0,41.0,41.0,0.0,47876725.0,2649666.0,514638.1500000004,6869960.0,40426000.0,2936940.699999995,0.0,1955,8,13,F,14,south Bohemia
1164,1224,120998,1,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938,5,12,M,56,south Moravia
1165,1225,114783,1,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946,8,21,M,42,east Bohemia
1166,1226,149102,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,4,14,F,33,north Bohemia
1167,1227,149102,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,10,2,M,33,north Bohemia
1168,1228,120659,2,2,3,0,58944,9696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,8,28,F,21,south Bohemia
1169,1229,158955,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,2,2,M,19,south Bohemia
1170,1231,95514,1,1,2,2,44316,7308,0.0,36.0,0.0,0.0,8976708.0,0.0,162887.3999999999,0.0,8067600.0,38968.200000000004,0.0,1965,9,27,F,20,south Bohemia
1171,1232,95514,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,4,13,M,20,south Bohemia
1172,1233,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,10,22,M,68,north Moravia
1173,1234,145390,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,1,15,M,23,west Bohemia
1174,1235,145390,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,7,12,F,23,west Bohemia
1175,1236,102861,1,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,4,28,F,26,west Bohemia
1176,1237,98948,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,11,7,M,57,south Moravia
1177,1238,389070,6,2,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,9,1,M,74,north Moravia
1178,1239,153137,6,1,4,0,59472,9792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,9,9,F,11,central Bohemia
1179,1240,112960,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,8,24,F,32,north Bohemia
1180,1241,135868,1,1,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,12,17,F,73,north Moravia
1181,1242,135868,1,1,4,2,69552,11480,0.0,56.0,0.0,0.0,19458656.0,0.0,314683.6,0.0,15232000.0,348277.99999999994,0.0,1944,8,21,F,73,north Moravia
1182,1243,153137,6,1,4,0,59664,9888,0.0,48.0,0.0,0.0,31322160.0,0.0,383800.79999999976,0.0,22848000.0,880248.0000000001,0.0,1974,10,5,F,11,central Bohemia
1183,1244,1641922,34,3,43,4,689176,114678,0.0,554.0,554.0,0.0,182194755.60000187,11537604.0,2849526.699999986,0.0,167418800.0,5452938.899999981,0.0,1964,5,2,M,1,Prague
1184,1245,293035,6,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,8,13,M,64,south Moravia
1185,1246,450582,9,0,12,3,189392,31616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962,11,19,M,70,north Moravia
1186,1247,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,10,9,F,70,north Moravia
1187,1248,158955,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971,6,24,M,19,south Bohemia
1188,1250,135019,1,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,8,1,F,43,east Bohemia
1189,1251,1641922,34,3,43,4,693054,115786,0.0,554.0,0.0,0.0,166984464.0,0.0,3892847.199999962,0.0,120550400.0,414087.30000000406,0.0,1959,5,30,M,1,Prague
1190,1252,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953,8,19,F,1,Prague
1191,1253,117643,1,0,6,1,51373,8610,0.0,41.0,0.0,0.0,22156236.0,0.0,345609.50000000006,0.0,20631200.0,1263718.4000000001,0.0,1967,8,28,F,14,south Bohemia
1192,1254,112913,1,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,8,31,F,3,central Bohemia
1193,1255,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,8,7,F,1,Prague
1194,1256,142571,1,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955,11,13,F,46,east Bohemia
1195,1257,83228,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,9,1,F,35,north Bohemia
1196,1258,83228,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924,9,20,M,35,north Bohemia
1197,1259,120901,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,9,29,M,18,south Bohemia
1198,1260,98948,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945,1,3,F,57,south Moravia
1199,1261,98948,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,9,28,M,57,south Moravia
1200,1262,83228,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,4,3,M,35,north Bohemia
1201,1263,83228,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959,2,25,F,35,north Bohemia
1202,1264,136632,3,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,10,3,F,61,south Moravia
1203,1265,98948,2,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958,12,21,F,57,south Moravia
1204,1266,111809,1,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,11,24,F,71,north Moravia
1205,1267,105218,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954,2,11,F,29,west Bohemia
1206,1268,105218,1,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,3,30,M,29,west Bohemia
1207,1269,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,12,31,F,1,Prague
1208,1270,97037,3,1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,5,16,M,13,central Bohemia
1209,1271,131562,1,0,9,0,67363,11183,0.0,53.0,0.0,0.0,31261149.0,0.0,461863.2000000004,0.0,21624000.0,1412489.7500000002,0.0,1935,11,29,M,47,east Bohemia
1210,1272,183800,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,4,15,M,8,central Bohemia
1211,1273,112205,0,2,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,6,15,M,6,central Bohemia
1212,1274,166554,2,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976,1,25,M,44,east Bohemia
1213,1275,1641922,34,3,43,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,10,10,F,1,Prague
1214,1276,217100,7,1,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942,4,26,F,68,north Moravia
1215,1277,450582,9,0,12,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931,4,7,M,70,north Moravia
1216,1278,253552,3,1,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,9,12,M,72,north Moravia
1217,1279,160510,4,1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956,7,11,M,16,south Bohemia
1218,1280,127708,3,1,5,0,49920,8268,0.0,39.0,0.0,0.0,31214625.0,0.0,397772.6999999997,0.0,25783641.0,133801.19999999998,0.0,1952,5,8,M,34,north Bohemia
1219,1281,127708,3,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,12,28,F,34,north Bohemia
1220,1282,161517,5,0,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936,11,27,M,52,east Bohemia
1221,1283,149716,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1939,2,9,F,66,south Moravia
